id,news_url,title,tweet_ids
gossipcop-9650269391,www.newidea.com.au/julia-roberts-miracle-baby-at-50,Julia Roberts miracle baby at 50,1019639196883955712	1019741150142455808	1019761991450181632	1019824186649391104	1020098218246340608	1022357133449457664	1024845386723287046	1050221212314435585	1050302483904585728
gossipcop-7365331782,hollywoodlife.com/2017/11/11/beyonce-taylor-swift-new-album-kanye-west-diss-tracks/,Beyonce Sipping Tea Listening To Taylor Swift’s Album: Why She’s Loving The Kanye West Diss Tracks,929397591405719553	929399421648941057	929401374919467008	929401467898925056	929435958952513536	929446709440135168	929452193022988288	929483748189659137	929658033667534848	929771628577411073	931523098297405440	932472515418607616
gossipcop-3503563094,www.usmagazine.com/entertainment/news/blake-shelton-gwen-stefani-talk-hookup-on-the-voice-w468013/,"Blake Shelton, Gwen Stefani Talk 'Hookup' on 'The Voice'",845327633655255041	845333603957518337	845335031690084352	845451741432721410	845470332429488128	846759776528797697	977592028275109888	977592992822280193	977690715433197568	977825172622323712	977911957960495105	977939068821692416	977953395767001088	977983526107672577	978093319266840577	980505170202198017
gossipcop-5866775064,hollywoodlife.com/2017/08/30/miranda-lambert-blake-shelton-reunion-meeting-gwen-stefani/,Miranda Lambert Desperate To Meet With Blake Shelton After His Reported Split From Gwen Stefani,902920324362194944	902931801072656384	902932337113124864	902935609865637890	902940638433435648	902955177191321602	903036427763666948	903324032627507203	972270825716957185	972278597896548353	972281544944640000	972288263187783680	972367526868013056	972475569685303298	972549826876493824	972562850932822016	973534645366161408
gossipcop-1026793571,radaronline.com/videos/pregnant-kate-middleton-cocaine-bombshell/,Pregnant Kate Middleton Hit With Cocaine Bombshell,904729039491010563	904730871697166336	904731447235371008	904732633992704000	904735817704321026	904743526629560320	904749677119135744	904752935296352257	904806756638961668	904820071427710976	904920285987700736	904995331716329474	905091971139731456	905139752579588096	905139980380536835	905159254872645633	905229728033931264	905268628991430656	905340070705733632
gossipcop-3896029098,hollywoodlife.com/2018/02/15/brad-pitt-reacts-jennifer-aniston-justin-theroux-split-separation/,Jen Aniston’s Split From Justin Theroux – What Brad Pitt Really Thinks About It,964363906771644416	964380616501297152	964382659160846336	964384295350497280	964391033512407041	964394136114675714	964411222010376193	964418106079653888	964430609740214275	964431620718538752	964439503866806274	964443113120059397	964606170714566656
gossipcop-7391946984,www.hollywoodreporter.com/lists/emmys-2017-reactions-nominees-1020402,Emmys 2017: What the Nominees Are Saying,885550697298640896	885552690121457664	885560406067994624	885577832562401280	885588795705487360	885588796628058112	885603411554643970	885604858933506048	885604964319604737	885613840842366977	885614483086999552	885643138181644288	885651583349833728	885662072557649920	885673697679351808	885673819469258752	885673952441384960	885675238939271168	886011381522288642	908401284348354560
gossipcop-2277402152,www.justjared.com/2018/01/04/caitlyn-jenner-slams-the-kardashians-says-she-didnt-trust-them-to-know-about-her-gender-reassignment-surgery/,"Caitlyn Jenner Slams the Kardashians, Says She Didn't Trust Them to Know About Her Gender Reassignment Surgery",609372461080166400	609379416662257664	610162622927884289	610677203932717057	611245359927590912	611282546454851586	611293981759139842	611682971091906561	613121009944805376	613866595702538240	614109507006795776	614480136923025409	614667878059655168	614765849971433472	614815639841148928	616076738137862144	616233597519818752	616431776853041152	617540858800267264	618030908575248384	618435672169299968	618864011824664577	618932195873271808	619150796035198976	619194948299177984	619200429742755840	619286966832508928	619911864403763204	619955622008737792	620257108735471616	620439273175687168	620592936175034368	620640500328984576	620640840013119489	620641006694887425	620650309992497152	620730617752227840	620850466184781828	621038540483375104	621145108340084741	621156965205549057	621436764524183552	621459718851194880	621503618470907904	621504475170127872	621507995608944640	621508047005982720	621508120091697152	621508383003275264	621509361928527872	621509663029227520	621510304589963268	621510829519695872	621511529809215488	621512919604334594	621513386958979072	621515355962236928	621517316891766784	621522122708488194	621523335889952768	621527899305193472	621539951625134083	621542618753728512	621546809501069312	621555650041118720	621575405384785921	621577378637070336	621627985544773632	621630899709431808	621650845873139712	621663507029852161	621680269251063808	621680894454169600	621683439209582593	621689351555018752	621700866928676864	621701202842124288	621701896630370304	621702908539760641	621712727120068608	621728441168072705	621728458180132865	621728483538939905	621728509170335744	621728522168446976	621728528569081860	621728544058535936	621728568846888960	621728580037296128	621728585426927616	621736610221027328	621746208944574464	621748240023711744	621748397599555586	621748518215110657	621748546807721984	621750989658394624	621759531421466624	621760424401354753	621766667190857730	621770739297857536	621786751598637056	621799623020052480	621799654062096384	621799672168878080	621799692494618624	621801814472593408	621801816783630340	621801831765663744	621801838958907392	621801847632719872	621801854268125184	621801867635355649	621801878607630336	621801889835847680	621801894638256128	621801891874279424	621801903421128706	621801908009746432	621801913596522497	621801919061757952	621801930960941056	621801938028335104	621802752797085696	621804642054246401	621804646579875841	621804646248505344	621804643715145728	621804643367038976	621804649125838848	621804659112480768	621804670726483968	621806471387320320	621806945276596224	621810008213184513	621811860254298112	621817951604215808	621817955974680576	621817963587342336	621817971145490432	621817986916069376	621817990971981825	621817993853403136	621818011561766912	621825905535660032	621826490276167685	621845923807649792	621845942136737792	621845987363942400	621852945135628288	621857246587129856	621887907586904066	621893598590570496	621893648561541120	621925561234030592	621927942554152964	621927948241612800	621927955975942144	621927961495752704	621927966931464193	621927968357486592	621927979061391360	621927984480456704	621927990302117888	621927996278976512	621928002012590080	621928007733678080	621928030802350081	621928039497109505	621928050632974337	621928056421089281	621928063555604480	621928100557762561	621928121852235780	621928121479004160	621928143620739072	621928155654172672	621928160859308036	621928166555172864	621928172943097856	621928178475360257	621928196024373248	621928203255287808	621928208951148544	621928226458238977	621928233488003072	621928239598964736	621928245424861184	621928251674329088	621928260012630016	621928272884936706	621928278371098624	621928291377639425	621928303016828928	621928309216010240	621928320830013440	621928327280918528	621928373242085377	621928397053145088	621928402606424064	621928424181886976	621928441701511173	621928457128165376	621928464413646848	621928480196792320	621928513801564160	621928574182797313	621928581145362432	621928588799971328	621928605128372224	621928629375635456	621928643216867328	621928651072745472	621928667283763200	621928697604354049	621928708534743040	621928723256717313	621928739782332416	621928750146416641	621928763245199361	621928771935797248	621928779443605504	621928788213895168	621928795084165120	621928812310192129	621928819935436800	621928827392950272	621928841364176896	621928848280522752	621928854702063616	621928861484232706	621928902781341696	621928933622087680	621928952366395392	621928962122317824	621928982594764801	621929009195040769	621929017084502017	621929027142463488	621929033442299904	621929040505470978	621929048227196928	621929055298826240	621929062160711680	621929069895028736	621929077218242560	621929083488743424	621929096679821312	621929103013228544	621930727559442435	621939575833894912	621971459884326912	621980924171845632	621997312366219265	622012838014398464	622031998031269889	622040660032516096	622050897162567682	622052296432713728	622053793316737024	622069173263319040	622148749750632448	622154726075953152	622162341237497860	622172218877976576	622224430920404995	622225827229507584	622251528447864832	622252404407431168	622269295419125760	622347495184670720	622515222033469440	622517989515075584	622705332058349568	622705336663695360	622840681514430464	623090525692801024	623166871743897600	623194634940887044	623410048572653568	623890843288649728	624059956308897792	624202387809382401	624290473016971264	624320696831717376	624421159149436928	624442237754155008	624522032143839232	624554611395923968	624613898847555585	624668215348699136	624702087629283329	624717189107486721	625084715742003200	625104154071973889	625355154158714880	625381144880631810	625386394257506304	625476951067783168	625491569890627584	625569166255333376	625584879124807680	625674969297625088	625692776647274496	625716493104189440	625759206528843776	626516427441205248	626600293506138112	626825116639432704	626846827363586048	626850283172274181	627342289480736768	627751513239064577	628007830956691457	628033984656617472	628034483988467712	628035688890540032	629090156314624000	629189413721870336	629363381636612096	629709695629049856	629807281052344320	629896492510220290	630218071156858880	630642285118554112	630644914225815552	630648539593359361	630648558933245952	630648557607985152	630744456921264128	630780824078692352	630838545675091969	630889667747942400	630915339275096064	631999562266341377	632951378101555200	633075741853290496	633100711891304452	633105775674589184	634012363201449985	634024502796664832	634167065344131072	634268249916600320	634405892440518656	634450282492088320	634500078103871488	635482798187524096	635599462107324416	635636483211268096	636283151745183744	636291611589087232	636292660920209408	636542157281697792	637321518092013569	637446957678596096	638110175249989634	638129543882997760	638208347758395392	639036796765118464	639187495024857088	639280357695598594	639663163470802944	639812681495482368	639895742971179008	639926877893840896	640049253956456448	640662265642020865	640668649632600064	640675899042500608	641277107922948096	641733388525785089	641735472633413632	641736866346065920	641736874814390272	641736879369400321	641737733036077056	641738244384686082	641738250139209729	641738623512145921	641738641023311872	641738759663427585	641738800885067776	641738800104800256	641738812532596736	641738840168861696	641738847651540992	641738854194642944	641738861782171648	641738867645808640	641738873534550017	641738880098639872	641738886390120448	641738984872390656	641738991134486528	641738997753118720	641739004107472896	641739042921578497	641739052761358340	641739059161919488	641739065822420993	641739071883243520	641739079642685440	641739086001270785	641739092020043777	641739098336677888	641739110034604032	641739116045012992	641739154682970112	641739160810860545	641739166930354176	641739182675730432	641739197490008064	641739208248422400	641739243694522369	641739364683378689	641739573232594945	641740040431865856	641740055921455104	641740067334168576	641740081045327872	641740078172270592	641740082144260096	641740090797084673	641740095972868096	641740101865852928	641740099403837440	641740105682681857	641740102767656962	641740121298087936	641740141619486720	641740162809090048	641740200851410944	641740203254808576	641740215212724224	641740362311172096	641740944321196032	641740952466493440	641740960439869440	641740968140652544	641740977741398017	641740986780110848	641740994371825664	641741002903023616	641741010603765761	641741018199654400	641741025539682305	641741033248849920	641741041255718912	641741056489455616	641741063682703364	641741071068827648	641741079038066689	641741085946085376	641745059956817920	641749923206049793	641833586446872576	642066301133918208	642139833880723456	642532456466268164	643190674049757184	643216831046483968	643685332836335616	644135174075084800	644336541360353280	644370576094699520	644758249594486785	644773214506258432	644970871690407936	645219755633213440	645654818405621762	646820528636858368	647496686982467584	647775081423212544	649389268477939712	649584215206424576	651598976441913344	651875096043331584	652114292582547456	652533072487952384	653432629388144640	654757404421132288	655135905754279936	655459909866278912	657619978091233280	657690597743046656	658060226390704129	659075824541298688	659461798496727040	659463525572546560	659520315790196736	659528152323121152	660271339824136192	661629089082703876	662965015000047616	663916635162615808	663923387560017920	663944142951735296	664001831379578880	664138202417078273	664306856693747712	664455805572399104	664516201930989568	664699199703744513	664905618466189312	664915336232353793	664994322375315456	665277490856726528	667401372560523264	668229443127783424	668230833753444356	668599898573434881	670340856331661312	671550106072719364	673351225287446528	673694716731383808	674688090338816000	674688859142291457	674752517998321664	676207712586207234	676517922559299585	678626062457282561	679100126510620672	679379589345488896	680535699951464448	684548827366486016	685253322178228224	687095858937131008	687537196346179584	688496546934042624	691037498345017344	692161510844555264	692163706638172160	692519931196342272	693810883366027264	695302854962057216	696011674931716096	700522375541039104	701452672382038017	701790562765168640	702670756027592704	703346231230242818	703354246905856003	703425447355256832	703524039592124417	705088134908874753	705511432142479360	705554206346842112	705844380561760256	706199423307661313	706840418080714752	706927343718141952	708333955137712128	708684042321833984	708723650657013762	708724826589028352	708726390472871936	708728039207620609	708728051387994113	708729304297832449	708729838819876865	708729836777279488	708729840501796864	708730459392348160	708730457240645632	708732181636448261	708734413362765824	708745508479569920	708749051768868864	708757279865237504	708761511452258304	708761516976136193	708761522625904640	708766687227727872	708788522753241088	708909065783549952	708913205758795776	708925691320881152	708925750112419840	708939234225225729	708995159396999168	709089710027763712	709149066295418882	709838288966684672	709838471469228032	709860482287423488	710881160403034113	711675197661822981	712358918043865088	712904818331934720	713005986706034688	713060601946357760	713129913268588545	714649843466166273	714933878272577536	715363402596683776	715613717925199872	715682642931245056	715701465604554752	715905527037968384	716157779598254080	716213592543076352	719503777359749120	719609465142644736	723312408303951872	724774377657495552	725786283142950912	726985264980054016	727004854753722368	727260842031517701	727966917294628864	728249252888125444	728265364308660224	728268991542771712	728298469169893376	728332687719714817	728394326485524481	729436353344069633	730789175956525063	731632684271722496	732950909706244096	737579467938267136	738094831763783680	742541814444527618	746548979291217920	746560597886541824	746781830414635008	747834391800479744	747848660432519168	747978573982613504	748444528894369793	748644856122253314	748652064801120257	750805516700442625	751918750887063553	751933729044520960	753657530438389761	753714390780616704	755460175734145024	755811150688727040	758754316526039040	758754561234382848	758754674958700545	758754712208351233	758761222141378560	758763343230431232	758766280673329152	758767278884163584	758769091314278400	758783587344801793	758784443804897280	758795064952750080	758797972247240704	758866047181074434	758966308775993345	759498128747794433	760585840930070528	761050296998998016	761062288195407872	761309869039165440	761309868649099264	761309865373425665	761309871337709568	761309877650141184	761309876144320512	761309881252978689	761309884725866496	761309882741956608	761309905491939328	761311653384359936	761311659755343872	761311820183248897	761312423475154944	761312424737644544	761312424217542657	761317752015585280	761322544607617024	761332686145228800	761353869867835392	761430288908115969	762404459150348288	764544014976741381	765714237301948416	776928572619362304	781322543760302085	785329244712923136	786862521089089536	787021609630572544	787483389138010113	789297020133642240	789555211354472448	795149935217901569	798468678849298434	798998793865859074	804984969156169732	805222099023446017	805810351199678465	814749700217675776	818479666642165761	822159382649503744	822859667827105792	822963959183642624	824253391597694976	824284679494696961	826373343620263936	828043934479704065	834617929186566144	834980188815503360	834983428651118592	835004041570627584	835066106834481152	835104943291912192	835116111733657602	835137959036846080	835146927008198657	835147637649190912	835149379942100992	835183321743249409	835254678673850369	835363304918953985	835370411869241345	835388482738663424	835503203265495041	835517385562017793	835534043768897536	835797296621084673	836352262779912193	847450988738863106	847490221394468864	847500832614473733	847577493565517824	847578469689040897	847588015950241793	847678129086672897	847788887682535424	847810822600634369	852149514488172544	852191293275070464	852686022332866560	852768640889790464	852771542408675329	852772976768319488	852773837204635648	852779543882366977	852784235068833793	852884226844372992	853986199438073857	853986306262740992	854863868333617152	854895484351037440	854895503573524480	854895501275045888	854895500293660673	854895514243874816	854895934492299266	854897974916386816	854899702222815233	854903578196152325	854917493076496385	854929445488136192	854940674780786688	855020484030844930	855118386451369985	855363052039884800	855403096956121089	855438024552964097	855578655119900672	855580886707957761	855606669618950145	856151248374042624	856241943600218112	856242107652198401	856268530190307328	856354093442494464	856686632724041728	856700552125837316	856717596959399936	856903989715099650	857257160631308292	857257539599294464	857287741297635328	857333896677007361	858407107091197953	858444362673344512	858444360085458944	858444368381845504	858828936503066626	860296080050749440	861684538120040448	862001387441225728	862032624243658752	862253621848702981	862336432857329664	862373554314240000	862389072538501121	862394034853208064	862395149267025920	862615363057594368	862822964743598081	863004200996876288	863386265206620161	863454591752470528	863796156870119425	864907206197686272	868251780714348546	868841896143179778	869009923241381889	870065139436838912	870065143350050816	870065143333347328	870065145094918145	870065148261576705	870065477267197956	870068441851482112	870070478064562176	870085248952020993	870089741592604673	870093262287237120	870151501552828416	870496339070566400	870500026018967554	870500618489577473	870513571758612481	870522073638084609	870543308027723777	871608952135593984	871904260824473601	874833796541145089	876218212077236224	876294463437496320	876430032285118464	876529477895020544	876538459812450304	876541327260995585	876547934917193728	876718629361811456	877137580265021441	877185443275591680	877944370275561472	877948226359484416	877961189837357058	884125615699505154	884130037003407360	885503980532621312	885847261938200576	886419798074306560	886640962235056128	886688168195633154	886812716744224768	886846774324998144	887069273201537025	887170115258667008	887390108533620736	887452307813801984	887523233775456256	888515768341610496	890216158825250817	890274305296265217	890274789205581825	890279274116243457	890309923728269312	890352804585504768	890367736701997057	890402098348797954	890407931023437825	890439021024772096	890513012171329537	890541998029103104	890600687419052033	890999007039770624	891050184213487616	892137319020593152	892586970261504000	893584627813699584	893717345553797120	894219053388222465	895127371342336000	895316770491211779	895492433731092485	896489106599030785	897105291740893184	898051707229229056	901227134059855872	901487886167547905	902191759995711488	904396107182219268	904396207769911296	904577302985625600	904579444769161217	904583630781022209	910374109384671232	912852578655813632	914655480454238213	916260713273921536	917052267064385537	918304801909219329	918703373225934848	920367113356881921	920686866436907008	926591488758251520	926818366324658176	926820262435282944	927938718316445696	930626262267318272	931941343349362688	934330665545297922	935544883942776832	947840293138849792	948963659790913536	949023313543811073	949035895839129601	949037332950331393	949044311450112000	949053008825999360	949062593838288897	949139612953276417	949349474421366785	949354152030801920	949418333610430464	950074172134305793	954782478446874626	955487249814228993	956004749039501313	958867075904278529	958894696163565568	958911797960105984	958930723909464064	958969548937547776	958996089537028096	959198084256251904	959257617741697024	959295977084432384	967105657630425094	967725966461108226	971889236139012096	971945682427785217	972023423298887680	972985283594596355	975344612981211137	976201625885913089	976272345970098176	976293932358287360	976456964959072257	976504482912616448	976955763116707840	977234550148489219	981336300153384960	982272334793814019	985683777014910976	988684362844585985	991675531505618946	994424420981788672	994730121817976832	995780497077874688	999410210665058306	999426198961704960	999720728042885122	1000729235605028864	1000850261072629770	1001719204213678080	1001947832008564738	1004219818902540288	1004561701457485824	1014197439656493057	1016281752921403392	1017477120413650945	1020596751244328960	1024771002109186048	1025427854614388737	1027568913134051329	1037994840536047617	1038873270756364288	1039620501855985665	1039687851338866688	1039906659706068994	1042751563146702848	1042752573357346822	1042753766188089347	1042771029628731392	1042859378762768384	1050592279390347264	1052974155698601984	1053501921003073536	1054423518866259968	1054529573176647680	1054588618168254464	1054728243272695810	1054761852905943040	1055109015225749509	1055152542949097472	1055568676399865856	1055611174602113029	1055659071607586817	1055659506238214144	1055659699960459264	1055713543570505728	1055731026775941120	1055804437795651584	1055867284949008385	1055872017449259009	1056019184528822272	1061019438332309505
gossipcop-9940338306,www.ibtimes.co.uk/chris-brown-does-not-want-royalty-be-like-north-west-1493960,Chris Brown does not want Royalty to be like North West,581765211222380545	581837821226426368	581837903145213952	581837907201150978	582175630315360256	894205147068420096	894207901061046272	894432940943388676	894513774421450753	894513773087555584	894513771615592449	894513778271830016
gossipcop-6747642549,www.yourtango.com/2018314619/7-details-about-taylor-swift-joe-alwyns-relationship-marriage-rumors,"7 Questionable Details About Taylor Swift And Joe Alwyn's Relationship, Including Her ""Military-Like Mission"" To Keep It Under Wraps",1022013669419433984	1022016135213080577	1022113310496440322	1022163766505615365	1022247914611986432	1022539543038382080
gossipcop-809829695,forum.wordreference.com/threads/lopez-l%C3%B3pez-accent-on-peoples-names.2507590/,Lopez /López (accent on people's names),421371311542525952	816350758178263040	816353641292439552	816353663698419712	816362648262602752	816363270156140544	816368056448360448	816472045752029185
gossipcop-8996311550,www.express.co.uk/celebrity-news/458512/Nicole-Kidman-and-Prince-Harry-named-sexiest-redheads-by-British-Heart-Foundation-survey,Nicole Kidman and Prince Harry named sexiest redheads,431780475070205952	431781189599244288	431781189515366400	431782566803173376	431785073558319104	431808652026998785	432189671087828992	465653514840993792	524812724828524544	553274478202195969	554650889957691392	554680630941061120	601115382183759872	697300461595070464	727546448699600897	896173222101757952	896174482326511616	948167484267421697	1009496939015131156	1009500753122258944	1011841592360079360
gossipcop-3084428038,www.usmagazine.com/celebrity-news/news/jennifer-lawrence-says-mother-led-to-darren-aronofsky-split/,Jennifer Lawrence Says ‘Mother!’ Led to Darren Aronofsky Split,935659988235800578	935667020045185025	935685752893124608	935698611916062720	935757654672232448	935829823762681856	935844695917314048	935849777866174464	935849786867159040	935859658543239170	935902199833559040	935902970595758080	935909994670718981	935911541660049408	935914389240143872	935918733222203393	935922575712153600	935922635887792130	935923613718507520	935923864101470208	935931615456489472	935933231622434817	935937471245844480	935939391935188992	935944670563241985	935948234811412480	935948746948579328	935954552016330752	935958046819389440	935958494146068480	935958748702629889	935960598654914562	935963589189492736	935964473675911168	935964572967718917	935964711014862849	935964948018188288	935967855320985600	935969114413297665	935973137283534848	935974138061246464	935983028748288000	935988508744962050	935992502854848512	935994852436840449	936001340756643841	936008959328227328	936015677776908293	936018025857286144	936043021023567872	936058159122219010	936113158577688576	936120578603409408	936151933840232448	936154200882536449	936167191925452801	936175471603134464	936183329182879744	936184340756779008	936191403650056192	936195263651250176	936247214162227200	936249883757031427	936253463578767360	936257328319488000	936261067172470784	936316402004254720	936407943033114625	936481687055290368	936879597840318464	937428767328423937	937934977160876033	938270531698200576	938921197701619712	939038959547461632	939986260449521664	940634856723288066	940831122421944321	941222238124105728	941239083287773184	941240879204925440	941412597265551362	942018870331797504	942527055593340928	943459866307424256	943721856846229504	943914092624007168	943915444917776384	943915470327025666	943920455819374592	943923710129524736	943924334581690368	943924351283482626	943924357889277954	943925815623815168	943945181484773376	943945225873051650	943945639364300801	943946657527410688	943946958846210048	943947208231178240	943947591259009024	943949408684642304	943949466138267650	943949835723558918	943950255602749440	943951981768466432	943952517091688449	943953119259611143	943954490452934656	943956516121513984	943956968007454721	943958232392978435	943964132323287040	943966135946498059	943979520347996160	943996786259234817	944000368840724480	944000635682291713	944004588218339328	944004821648101376	944004842397237249	944004943316422663	944007156084432896	944007181921406976	944007189374668801	944024476278239233	944028875973189633	944028901000564737	944028908395155456	944032825422110720	944035547256971264	944035546417872897	944072294762209281	944072294422532096	944072293604618242	944072311363264513	944072531023224832	944072543106928640	944072544704978944	944072544319131649	944072555467624449	944072563638046720	944072563591872514	944072564988669952	944072584429293568	944072585834385408	944072627278303232	944072649596198912	944072648539197440	944072806614159360	944072831003971584	944073050697420801	944073050600898560	944073050449956865	944073047472005120	944073108113252352	944073169740148736	944073288246022144	944073315550990336	944090224555995136	944095255191699457	944115348151791616	944148037043195904	944212144240947202	944230829483368448	944231142663876608	944233623749763078	944235440923729924	944250129162280960	944250822153658368	944253086553575427	944253513655300096	944254222182371328	944256263470370816	944260035692994560	944260035382611968	944260035319705601	944266457738829824	944266465284325376	944285838178947073	944286697457700865	944299083031875586	944336280749518848	944336563252678657	944337022105325570	944337520254271488	944337890942824448	944338160653406209	944338784832884738	944340064250757120	944340677982412800	944340797624868873	944340812950790144	944340845129592833	944340859453100033	944340950289141760	944341934872694784	944342034583900160	944342810458669056	944350731326369792	944357768416329728	944359445492043776	944366125768368130	944390417679835136	944417595477975040	944436262982897664	944436265855934466	944436291445428225	944436302115672066	944436353185603587	944436415806484486	944436487633981440	944436533469249537	944436681670787072	944436690311172097	944436700096466944	944436717200855040	944436731314663424	944436800076083200	944436930908958720	944437001981440000	944437187784962053	944437232190087168	944437247125880832	944437246878535680	944437448305672192	944437464361562114	944437465049370624	944437470950821888	944437482749296640	944437516580589569	944437585597947904	944457622836543488	944492902394335232	944506737515745280	944547158853869569	944547396494782464	944652834640941057	944672615494451200	944705825834139648	944815158529998848	944840247485128704	944947065142071297	945058273031540737	945324810518908928	945329306271715328	945341646014697472	945344892930285568	945361755794034690	945365043650154496	945895111669534720	946454028476715008	950086126093656064	951194994534223872	956089785688494080	968265720613126144	968295546162163713	968297365764526081	968298826124746753	968299534467022849	968302434438098945	968304027036475394	968309699878801408	968323674951639040	968334878302289921	968453861471121408	969471199469363200	969471512997781504	969472000556183553	969473627434442753	969473653120389121	969482459082457088	969482793234370560	969483978347511809	969484120324820992	969484576933515264	969484771557601280	969485816115466240	969487739078021120	969491623661965312	969494120027877376	969505302159781888	969509888677249029	969519284027383808	969519287424770048	969519311013531649	969519314394079232	969523229059502081	969534477600018432	969543202251427841	969564897716645888	969565255176261637	969566384270258176	969571812173467649	969571815151448064	969572597506695168	969577474324484096	969592557977198597	969611062554349568	969618406046621696	969623652588191746	969628571374407682	969629427817746433	969638781933506560	969671187176480768	969710029401190400	969758371590021121	969833932224192512	969935676153192449	969995628855078917	970041534887464962	970152720815611904	970197406804533248	970216277716414469	970464480298782720	970702497357680640	971416549822152705	1002202955683164161	1002222432634064901	1002222747471175681	1002225735816437762	1002240386654326784	1002240502312325120	1002241383019810817	1002243367818973184	1002262852290433025	1002285579478949894	1002293418599514112	1002325197184217089	1002331670375063552	1002490442511011841	1003020670769516547	1003144666714378240	1004965528543191040	1007034944441470982	1007321778669187074	1018645853333000193
gossipcop-1601939859,www.dailymail.co.uk/tvshowbiz/article-1319630/Kristen-Stewart-usual-scowling-self-night-Robert-Pattinson.html,Kristen Stewart is usual scowling self on night out with Robert Pattinson,27058687739	27058835532	27059193430	27062384562	27063228330	27064353848	27065243704	27067221832	27073655327	27075584548	828428355615805440	828557287153360897	828557292845035520	828566219703853056	828572837162070016	828584167134810112	828617916841066496	828747711553871879	828760227080183808	828838259451113472
gossipcop-392859545,www.thewrap.com/johnny-depp-settles-lawsuit-against-his-former-business-managers/,Johnny Depp Settles Lawsuit Against His Former Business Managers,820079600063627264	820080831171534848	820081345984692230	820147206191648768	820149290727342081	820175287853846528	820253447005966336	820288370756685824	820296408293056512	820323629753696258	820323988530348032	820332952022155264	820333446446755840	820641526162358277	820744296148140033	821141293644546048	821302490276696064	826563525787021313	826573467394912262	826582071351115776	826582920483786752	826584099586465792	826584494379565056	826608037104283650	826645486463442944	826648772574924800	826648772134453250	826676481912877061	826695152190132224	826769731516452864	826776508643422209	826779367057534976	826781490415415296	826807298144223233	826807612628951041	826807691037306881	826807695009312768	826807782137552898	826807844783681536	826808251299700738	826808501401890816	826808507433312256	826808614128017409	826808689063391233	826819520383827969	826822638660116480	826844905905471489	826862464251871239	826865805145100289	826875270309244929	826881376955809792	826882025265184769	826883306536988672	826887907340386307	826894504129073159	826971565937946624	826977130403790853	827022194987384832	827701954851766272	828960305640202240	836446808670883840	936290732024967168	1019114737504739328	1019120470296334336
gossipcop-9098202484,www.forbes.com/sites/scottmendelson/2018/05/21/halle-berry-and-more-to-join-keanu-reeves-in-third-john-wick-flick/,Halle Berry (And More) To Join Keanu Reeves In Third 'John Wick' Flick,998614715151466499	998614912745295873	998634263447654400	998638533999976448	1003711011935932416	1003814933426069504	1003939375309361152	1006655744551235584	1006655759893950464	1007578761364197376	1013693954112532480
